,zip,city,pop,state,loc
5471,20861,ASHTON,1318,MD,"['-76.99242', '39.151027']"
5472,20862,BRINKLOW,286,MD,"['-77.016338', '39.183777']"
5473,20866,BURTONSVILLE,14497,MD,"['-76.933851', '39.092151']"
5474,20868,SPENCERVILLE,278,MD,"['-76.959802', '39.121343']"
5475,20871,CLARKSBURG,2674,MD,"['-77.273579', '39.263719']"
5476,20872,DAMASCUS,10446,MD,"['-77.213088', '39.27606']"
5477,20874,DARNESTOWN,33549,MD,"['-77.269935', '39.17039']"
5478,20876,GERMANTOWN,11734,MD,"['-77.235829', '39.188001']"
5479,20877,GAITHERSBURG,25136,MD,"['-77.188993', '39.14187']"
5480,20878,DARNESTOWN,45367,MD,"['-77.236434', '39.115534']"
5481,20879,LAYTONSVILLE,46879,MD,"['-77.194599', '39.172597']"
5482,20882,LAYTONSVILLE,9795,MD,"['-77.174718', '39.238345']"
5483,20895,KENSINGTON,21848,MD,"['-77.079281', '39.029803']"
5484,20901,SILVER SPRING,33858,MD,"['-77.007613', '39.019106']"
5485,20902,WHEATON,40299,MD,"['-77.046348', '39.04158']"
5486,20903,SILVER SPRING,16724,MD,"['-76.984648', '39.009513']"
5487,20904,COLESVILLE,39991,MD,"['-76.976399', '39.06524']"
5488,20905,COLESVILLE,16800,MD,"['-76.989928', '39.102438']"
5489,20906,ASPEN HILL,52694,MD,"['-77.063233', '39.081041']"
5490,20910,SILVER SPRING,31954,MD,"['-77.033776', '38.998198']"
5491,20912,TAKOMA PARK,24356,MD,"['-77.000715', '38.983214']"
5492,21001,ABERDEEN,19229,MD,"['-76.18054', '39.510886']"
5493,21005,ABERDEEN PROVING,5294,MD,"['-76.130295', '39.472434']"
5494,21009,ABINGDON,12664,MD,"['-76.299726', '39.47444']"
5495,21010,GUNPOWDER,1082,MD,"['-76.274261', '39.398249']"
5496,21012,ARNOLD,19404,MD,"['-76.49406', '39.047587']"
5497,21013,BALDWIN,4945,MD,"['-76.492711', '39.519395']"
5498,21014,BEL AIR,18477,MD,"['-76.356431', '39.539367']"
5499,21015,BEL AIR,23254,MD,"['-76.315329', '39.530252']"
5500,21017,BELCAMP,2957,MD,"['-76.242011', '39.475626']"
5501,21021,BRADSHAW,699,MD,"['-76.3894', '39.428113']"
5502,21028,CHURCHVILLE,3038,MD,"['-76.248962', '39.564845']"
5503,21029,CLARKSVILLE,3147,MD,"['-76.942271', '39.194362']"
5504,21030,COCKEYSVILLE HUN,20331,MD,"['-76.628655', '39.473554']"
5505,21031,COCKEYSVILLE HUN,159,MD,"['-76.659844', '39.502623']"
5506,21032,CROWNSVILLE,7269,MD,"['-76.593477', '39.048889']"
5507,21034,DARLINGTON,3298,MD,"['-76.227795', '39.654032']"
5508,21035,DAVIDSONVILLE,6070,MD,"['-76.637542', '38.937364']"
5509,21036,DAYTON,1707,MD,"['-76.996755', '39.233882']"
5510,21037,EDGEWATER BEACH,14576,MD,"['-76.540374', '38.922511']"
5511,21040,EDGEWOOD,22058,MD,"['-76.30555', '39.427725']"
5512,21042,ELLICOTT CITY,29589,MD,"['-76.861362', '39.272632']"
5513,21043,DANIELS,19217,MD,"['-76.803929', '39.258216']"
5514,21044,COLUMBIA,32695,MD,"['-76.878807', '39.214103']"
5515,21045,COLUMBIA,32658,MD,"['-76.83223', '39.205052']"
5516,21046,COLUMBIA,13591,MD,"['-76.853796', '39.170236']"
5517,21047,FALLSTON,10230,MD,"['-76.43277', '39.527048']"
5518,21048,PATAPSCO,7680,MD,"['-76.909862', '39.508645']"
5519,21050,FOREST HILL,9029,MD,"['-76.400767', '39.57549']"
5520,21051,FORK,136,MD,"['-76.450361', '39.472937']"
5521,21053,FREELAND,2482,MD,"['-76.722349', '39.693957']"
5522,21054,GAMBRILLS,7441,MD,"['-76.681877', '39.04069']"
5523,21056,GIBSON ISLAND,335,MD,"['-76.432418', '39.07511']"
5524,21057,GLEN ARM,3679,MD,"['-76.515331', '39.457484']"
5525,21061,GLEN BURNIE,75692,MD,"['-76.618862', '39.158968']"
5526,21071,GLYNDON,1761,MD,"['-76.787568', '39.492782']"
5527,21074,GREENMOUNT,10443,MD,"['-76.849397', '39.61352']"
5528,21076,HANOVER,6265,MD,"['-76.721535', '39.155069']"
5529,21078,HAVRE DE GRACE,13536,MD,"['-76.117144', '39.552312']"
5530,21082,HYDES,883,MD,"['-76.469538', '39.474049']"
5531,21084,JARRETTSVILLE,6667,MD,"['-76.468427', '39.616241']"
5532,21085,JOPPA,15006,MD,"['-76.354102', '39.424208']"
5533,21087,KINGSVILLE,4283,MD,"['-76.41473', '39.455775']"
5534,21088,LINEBORO,94,MD,"['-76.839476', '39.718498']"
5535,21090,LINTHICUM HEIGHT,9777,MD,"['-76.657477', '39.208331']"
5536,21093,LUTHERVILLE,31560,MD,"['-76.633791', '39.438636']"
5537,21102,MANCHESTER,5476,MD,"['-76.894073', '39.674746']"
5538,21104,MARRIOTTSVILLE,1482,MD,"['-76.913241', '39.334154']"
5539,21107,MILLERS,3218,MD,"['-76.823884', '39.683224']"
5540,21108,MILLERSVILLE,16436,MD,"['-76.61902', '39.104102']"
5541,21111,HEREFORD,4615,MD,"['-76.592957', '39.576611']"
5542,21113,ODENTON,8201,MD,"['-76.699583', '39.076197']"
5543,21114,CROFTON,15590,MD,"['-76.680166', '39.011163']"
5544,21117,OWINGS MILLS,24913,MD,"['-76.776934', '39.42688']"
5545,21120,BENTLEY SPRINGS,5320,MD,"['-76.677591', '39.649937']"
5546,21122,RIVIERA BEACH,51386,MD,"['-76.516248', '39.129284']"
5547,21128,PERRY HALL,6075,MD,"['-76.450987', '39.401013']"
5548,21131,JACKSONVILLE,6703,MD,"['-76.564623', '39.506978']"
5549,21132,PYLESVILLE,2782,MD,"['-76.411256', '39.695905']"
5550,21133,RANDALLSTOWN,23994,MD,"['-76.800245', '39.374571']"
5551,21136,REISTERSTOWN,24812,MD,"['-76.813452', '39.45996']"
5552,21140,RIVA,3165,MD,"['-76.585437', '38.950391']"
5553,21144,SEVERN,25272,MD,"['-76.697953', '39.127543']"
5554,21146,SEVERNA PARK,23392,MD,"['-76.557746', '39.081078']"
5555,21152,GLENCOE,4450,MD,"['-76.669109', '39.543086']"
5556,21154,ROCKS,5018,MD,"['-76.330174', '39.649928']"
5557,21155,FOWBELSBURG,2487,MD,"['-76.81623', '39.56394']"
5558,21156,UPPER FALLS,464,MD,"['-76.400604', '39.43967']"
5559,21157,CARROLLTON,37148,MD,"['-76.99404', '39.555654']"
5560,21158,UNIONTOWN,8491,MD,"['-77.036946', '39.655464']"
5561,21160,WHITEFORD,1766,MD,"['-76.316015', '39.707709']"
5562,21161,WHITE HALL,4970,MD,"['-76.566639', '39.66176']"
5563,21162,WHITE MARSH,2521,MD,"['-76.413189', '39.392315']"
5564,21163,GRANITE,2115,MD,"['-76.85757', '39.339151']"
5565,21201,BALTIMORE,16256,MD,"['-76.625203', '39.29463']"
5566,21202,BALTIMORE,28656,MD,"['-76.607499', '39.299844']"
5567,21204,EUDOWOOD,37257,MD,"['-76.603224', '39.402517']"
5568,21205,BALTIMORE,23763,MD,"['-76.579915', '39.300871']"
5569,21206,BALTIMORE,52114,MD,"['-76.541135', '39.336494']"
5570,21207,GWYNN OAK,76002,MD,"['-76.734064', '39.329628']"
5571,21208,PIKESVILLE,27723,MD,"['-76.729013', '39.376359']"
5572,21209,BALTIMORE,20673,MD,"['-76.674431', '39.371622']"
5573,21210,BALTIMORE,12581,MD,"['-76.632099', '39.350727']"
5574,21211,BALTIMORE,19797,MD,"['-76.633625', '39.331642']"
5575,21212,BALTIMORE,35680,MD,"['-76.609989', '39.362571']"
5576,21213,BALTIMORE,47171,MD,"['-76.581012', '39.312667']"
5577,21214,BALTIMORE,20949,MD,"['-76.564375', '39.35206']"
5578,21215,BALTIMORE,74402,MD,"['-76.679397', '39.344572']"
5579,21216,BALTIMORE,42501,MD,"['-76.669891', '39.309349']"
5580,21217,BALTIMORE,52502,MD,"['-76.639267', '39.306416']"
5581,21218,BALTIMORE,56677,MD,"['-76.6048', '39.3265']"
5582,21219,DUNDALK SPARROWS,9467,MD,"['-76.446937', '39.229068']"
5583,21220,MIDDLE RIVER,37336,MD,"['-76.415255', '39.340098']"
5584,21221,ESSEX,44117,MD,"['-76.453259', '39.308553']"
5585,21222,DUNDALK SPARROWS,58181,MD,"['-76.502484', '39.26486']"
5586,21223,BALTIMORE,39003,MD,"['-76.647586', '39.287']"
5587,21224,BALTIMORE,53629,MD,"['-76.556831', '39.287558']"
5588,21225,BROOKLYN CURTIS,35032,MD,"['-76.615026', '39.233343']"
5589,21226,BROOKLYN CURTIS,5478,MD,"['-76.569147', '39.209315']"
5590,21227,HALETHORPE,45430,MD,"['-76.696872', '39.230893']"
5591,21228,CATONSVILLE,43630,MD,"['-76.740124', '39.27825']"
5592,21229,BALTIMORE,53962,MD,"['-76.689885', '39.285645']"
5593,21230,BALTIMORE,34901,MD,"['-76.626193', '39.269943']"
5594,21231,BALTIMORE,15928,MD,"['-76.589956', '39.289193']"
5595,21234,PARKVILLE,66477,MD,"['-76.541767', '39.387581']"
5596,21236,NOTTINGHAM,33099,MD,"['-76.487106', '39.391412']"
5597,21237,ROSEDALE,24835,MD,"['-76.501387', '39.336054']"
5598,21239,BALTIMORE,31935,MD,"['-76.589082', '39.360977']"
5599,21240,BALTIMORE,1,MD,"['-76.648287', '39.17185']"
5600,21401,CAPE SAINT CLAIR,44757,MD,"['-76.503139', '38.999645']"
5601,21402,NAVAL ACADEMY,5780,MD,"['-76.48079', '38.982436']"
5602,21403,ANNAPOLIS,26587,MD,"['-76.49103', '38.952394']"
5603,21502,CRESAPTOWN,44371,MD,"['-78.777442', '39.644796']"
5604,21520,ACCIDENT,1968,MD,"['-79.308467', '39.635504']"
5605,21521,BARTON,1305,MD,"['-79.02813', '39.533135']"
5606,21522,BITTINGER,479,MD,"['-79.214247', '39.597786']"
5607,21523,BLOOMINGTON,898,MD,"['-79.113707', '39.487764']"
5608,21530,FLINTSTONE,1102,MD,"['-78.573949', '39.699288']"
5609,21531,FRIENDSVILLE,2021,MD,"['-79.421912', '39.666502']"
5610,21532,FROSTBURG,15702,MD,"['-78.930559', '39.649359']"
5611,21536,JENNINGS,3138,MD,"['-79.151665', '39.684436']"
5612,21538,SHALLMAR,759,MD,"['-79.202528', '39.396275']"
5613,21539,LONACONING,3494,MD,"['-78.991477', '39.575703']"
5614,21540,LUKE,184,MD,"['-79.059365', '39.477392']"
5615,21541,SANG RUN,1673,MD,"['-79.364134', '39.559709']"
5616,21545,MOUNT SAVAGE,2067,MD,"['-78.873892', '39.699128']"
5617,21550,DEER PARK,13531,MD,"['-79.38966', '39.399993']"
5618,21555,OLDTOWN,2079,MD,"['-78.604373', '39.584598']"
5619,21557,RAWLINGS,1919,MD,"['-78.906231', '39.521363']"
5620,21561,SWANTON,1719,MD,"['-79.240165', '39.476361']"
5621,21562,MCCOOLE,3976,MD,"['-79.030726', '39.482625']"
5622,21601,EASTON,16439,MD,"['-76.075775', '38.77682']"
5623,21607,BARCLAY,592,MD,"['-75.860079', '39.129871']"
5624,21610,BETTERTON,485,MD,"['-76.063938', '39.365509']"
5625,21612,BOZMAN,847,MD,"['-76.27641', '38.751493']"
5626,21613,CAMBRIDGE,16908,MD,"['-76.087358', '38.564282']"
5627,21617,CENTREVILLE,5834,MD,"['-76.044975', '39.056423']"
5628,21619,CHESTER,4199,MD,"['-76.284183', '38.958296']"
5629,21620,CHESTERTOWN,10618,MD,"['-76.080214', '39.212517']"
5630,21622,CHURCH CREEK,593,MD,"['-76.169569', '38.427815']"
5631,21623,CHURCH HILL,813,MD,"['-75.988028', '39.145958']"
5632,21625,CORDOVA,2346,MD,"['-76.002879', '38.870426']"
5633,21626,CRAPO,173,MD,"['-76.114207', '38.329541']"
5634,21628,CRUMPTON,689,MD,"['-75.919522', '39.233019']"
5635,21629,DENTON,7126,MD,"['-75.836071', '38.877928']"
5636,21631,EAST NEW MARKET,2156,MD,"['-75.956766', '38.592095']"
5637,21632,FEDERALSBURG,5535,MD,"['-75.775376', '38.714681']"
5638,21634,FISHING CREEK,580,MD,"['-76.216783', '38.316292']"
5639,21635,GALENA,1087,MD,"['-75.871673', '39.337417']"
5640,21636,GOLDSBORO,1179,MD,"['-75.792604', '39.022957']"
5641,21637,GOLTS,533,MD,"['-75.805521', '39.355598']"
5642,21638,GRASONVILLE,3225,MD,"['-76.199701', '38.945602']"
5643,21639,GREENSBORO,3516,MD,"['-75.805911', '38.961632']"
5644,21640,HENDERSON,1391,MD,"['-75.794787', '39.067197']"
5645,21643,WILLIAMSBURG,4625,MD,"['-75.866254', '38.642826']"
5646,21644,INGLESIDE,159,MD,"['-75.891748', '39.124654']"
5647,21645,KENNEDYVILLE,1807,MD,"['-75.981797', '39.297835']"
5648,21647,MCDANIEL,610,MD,"['-76.280593', '38.819213']"
5649,21649,MARYDEL,1195,MD,"['-75.762247', '39.108169']"
5650,21650,MASSEY,112,MD,"['-75.821483', '39.312569']"
5651,21651,MILLINGTON,2003,MD,"['-75.849966', '39.257989']"
5652,21654,OXFORD,1350,MD,"['-76.153783', '38.686358']"
5653,21655,PRESTON,4425,MD,"['-75.916284', '38.746456']"
5654,21657,QUEEN ANNE,1092,MD,"['-75.977655', '38.945583']"
5655,21658,QUEENSTOWN,3330,MD,"['-76.152646', '38.956235']"
5656,21659,RHODESDALE,2276,MD,"['-75.774945', '38.602985']"
5657,21660,RIDGELY,2754,MD,"['-75.884825', '38.956787']"
5658,21661,ROCK HALL,2770,MD,"['-76.230467', '39.134371']"
5659,21662,ROYAL OAK,889,MD,"['-76.187788', '38.72883']"
5660,21663,SAINT MICHAELS,3247,MD,"['-76.221547', '38.782965']"
5661,21665,SHERWOOD,262,MD,"['-76.327822', '38.73741']"
5662,21666,STEVENSVILLE,8630,MD,"['-76.337087', '38.939399']"
5663,21667,STILL POND,289,MD,"['-76.052156', '39.327624']"
5664,21668,SUDLERSVILLE,2014,MD,"['-75.849968', '39.182339']"
5665,21669,TAYLORS ISLAND,246,MD,"['-76.296406', '38.463095']"
5666,21671,TILGHMAN,745,MD,"['-76.337653', '38.706309']"
5667,21672,TODDVILLE,361,MD,"['-76.059634', '38.272592']"
5668,21673,TRAPPE,2958,MD,"['-76.05067', '38.66466']"
5669,21675,WINGATE,160,MD,"['-76.086303', '38.289898']"
5670,21676,WITTMAN,338,MD,"['-76.29931', '38.789187']"
5671,21677,WOOLFORD,459,MD,"['-76.204057', '38.5066']"
5672,21678,WORTON,1680,MD,"['-76.10078', '39.296346']"
5673,21679,WYE MILLS,270,MD,"['-76.081366', '38.928114']"
5674,21701,LEWISTOWN,35492,MD,"['-77.400875', '39.408235']"
5675,21702,FORT DETRICK,33704,MD,"['-77.447369', '39.436532']"
5676,21710,DOUBS,2085,MD,"['-77.447693', '39.306452']"
5677,21711,BIG POOL,1083,MD,"['-78.010449', '39.645685']"
5678,21713,FAHRNEY KEEDY ME,10501,MD,"['-77.683522', '39.532244']"
5679,21716,BRUNSWICK,5160,MD,"['-77.623002', '39.316356']"
5680,21718,BURKITTSVILLE,285,MD,"['-77.626508', '39.397066']"
5681,21719,FORT RITCHIE,2672,MD,"['-77.495609', '39.707341']"
5682,21722,BIG SPRING,3661,MD,"['-77.912592', '39.661693']"
5683,21723,COOKSVILLE,353,MD,"['-77.005076', '39.321109']"
5684,21725,DETOUR,970,MD,"['-77.248272', '39.614661']"
5685,21727,EMMITSBURG,5095,MD,"['-77.335658', '39.694044']"
5686,21733,FAIR PLAY,153,MD,"['-77.761468', '39.542279']"
5687,21737,GLENELG,681,MD,"['-77.005703', '39.262064']"
5688,21738,GLENWOOD,1632,MD,"['-77.014821', '39.279519']"
5689,21740,HAGERSTOWN,47679,MD,"['-77.737215', '39.632022']"
5690,21742,HAGERSTOWN,28398,MD,"['-77.692102', '39.657291']"
5691,21750,HANCOCK,4275,MD,"['-78.176246', '39.699083']"
5692,21754,IJAMSVILLE,4078,MD,"['-77.296363', '39.326737']"
5693,21755,JEFFERSON,4132,MD,"['-77.544061', '39.365291']"
5694,21756,KEEDYSVILLE,2546,MD,"['-77.694427', '39.456323']"
5695,21757,KEYMAR,1691,MD,"['-77.281661', '39.565619']"
5696,21758,KNOXVILLE,3534,MD,"['-77.651286', '39.347891']"
5697,21764,LINWOOD,591,MD,"['-77.118443', '39.577654']"
5698,21766,LITTLE ORLEANS,699,MD,"['-78.378139', '39.687593']"
5699,21767,MAUGANSVILLE,598,MD,"['-77.749915', '39.6996']"
5700,21769,MIDDLETOWN,8732,MD,"['-77.550241', '39.441586']"
5701,21770,MONROVIA,5033,MD,"['-77.249442', '39.351248']"
5702,21771,MOUNT AIRY,21912,MD,"['-77.172347', '39.388131']"
5703,21773,MYERSVILLE,3363,MD,"['-77.551322', '39.528194']"
5704,21776,NEW WINDSOR,4576,MD,"['-77.103397', '39.516233']"
5705,21777,POINT OF ROCKS,812,MD,"['-77.532762', '39.279089']"
5706,21778,ROCKY RIDGE,988,MD,"['-77.329635', '39.605696']"
5707,21779,ROHRERSVILLE,200,MD,"['-77.657977', '39.443052']"
5708,21780,SABILLASVILLE,1605,MD,"['-77.469323', '39.682772']"
5709,21782,SHARPSBURG,3624,MD,"['-77.751072', '39.442394']"
5710,21783,SMITHSBURG,6857,MD,"['-77.570563', '39.647036']"
5711,21784,CARROLLTOWNE,28493,MD,"['-76.961439', '39.39887']"
5712,21787,TANEYTOWN,7612,MD,"['-77.169058', '39.665798']"
5713,21788,GRACEHAM,8929,MD,"['-77.405114', '39.606576']"
5714,21790,TUSCARORA,134,MD,"['-77.51011', '39.266689']"
5715,21791,UNIONVILLE,3942,MD,"['-77.194346', '39.541484']"
5716,21793,WALKERSVILLE,8957,MD,"['-77.34839', '39.47875']"
5717,21794,WEST FRIENDSHIP,937,MD,"['-76.966031', '39.293447']"
5718,21795,WILLIAMSPORT,8739,MD,"['-77.808705', '39.593023']"
5719,21797,WOODBINE,6224,MD,"['-77.064698', '39.346438']"
5720,21798,WOODSBORO,1771,MD,"['-77.297187', '39.531121']"
5721,21801,SALISBURY,52905,MD,"['-75.592238', '38.362996']"
5722,21811,BERLIN,11613,MD,"['-75.186557', '38.347514']"
5723,21813,BISHOPVILLE,1902,MD,"['-75.185544', '38.429609']"
5724,21814,BIVALVE,307,MD,"['-75.89141', '38.295337']"
5725,21816,CHANCE,415,MD,"['-75.939192', '38.178504']"
5726,21817,CRISFIELD,5342,MD,"['-75.842882', '37.984496']"
5727,21820,DAMES QUARTER,192,MD,"['-75.900082', '38.190568']"
5728,21821,DEAL ISLAND,259,MD,"['-75.949559', '38.153326']"
5729,21822,EDEN,1042,MD,"['-75.648167', '38.276155']"
5730,21824,EWELL,252,MD,"['-76.03506', '37.99379']"
5731,21826,FRUITLAND,3771,MD,"['-75.622782', '38.322523']"
5732,21829,GIRDLETREE,495,MD,"['-75.390232', '38.095815']"
5733,21830,HEBRON,2415,MD,"['-75.696267', '38.402597']"
5734,21835,LINKWOOD,576,MD,"['-75.963015', '38.540317']"
5735,21837,MARDELA SPRINGS,3039,MD,"['-75.741442', '38.486386']"
5736,21838,MARION STATION,2323,MD,"['-75.757903', '38.026637']"
5737,21840,NANTICOKE,358,MD,"['-75.902127', '38.267211']"
5738,21841,NEWARK,765,MD,"['-75.289316', '38.248875']"
5739,21842,OCEAN CITY,6914,MD,"['-75.081011', '38.379248']"
5740,21849,PARSONSBURG,2407,MD,"['-75.473658', '38.391392']"
5741,21850,PITTSVILLE,1997,MD,"['-75.407589', '38.375465']"
5742,21851,POCOMOKE CITY,7527,MD,"['-75.555038', '38.071369']"
5743,21853,PRINCESS ANNE,10343,MD,"['-75.707237', '38.191929']"
5744,21856,QUANTICO,1029,MD,"['-75.785102', '38.333888']"
5745,21863,SNOW HILL,5195,MD,"['-75.404987', '38.186794']"
5746,21864,STOCKTON,691,MD,"['-75.410762', '38.045155']"
5747,21865,TYASKIN,504,MD,"['-75.869032', '38.30706']"
5748,21866,TYLERTON,112,MD,"['-76.023036', '37.967436']"
5749,21869,VIENNA,1119,MD,"['-75.872926', '38.477376']"
5750,21870,WENONA,358,MD,"['-75.944021', '38.133222']"
5751,21871,WESTOVER,1881,MD,"['-75.740563', '38.10099']"
5752,21872,WHALEYSVILLE,758,MD,"['-75.288868', '38.404169']"
5753,21874,WILLARDS,1895,MD,"['-75.355161', '38.393853']"
5754,21875,DELMAR,3712,MD,"['-75.55828', '38.44451']"
5755,21901,NORTH EAST,10560,MD,"['-75.953805', '39.604535']"
5756,21903,PERRYVILLE,4678,MD,"['-76.059227', '39.564894']"
5757,21904,BAINBRIDGE,5507,MD,"['-76.083706', '39.622264']"
5758,21911,RISING SUN,7798,MD,"['-76.049164', '39.688176']"
5759,21912,WARWICK,745,MD,"['-75.799592', '39.428261']"
5760,21913,CECILTON,611,MD,"['-75.865395', '39.40151']"
5761,21914,CHARLESTOWN,638,MD,"['-75.979537', '39.57287']"
5762,21915,CHESAPEAKE CITY,2823,MD,"['-75.840581', '39.513308']"
5763,21917,COLORA,1868,MD,"['-76.093364', '39.669515']"
5764,21918,CONOWINGO,3025,MD,"['-76.157198', '39.67775']"
5765,21919,EARLEVILLE,2196,MD,"['-75.94031', '39.427105']"
5766,21921,ELKTON,30901,MD,"['-75.84584', '39.626434']"
5767,22001,ALDIE,1574,VA,"['-77.602281', '38.957878']"
5768,22002,AMISSVILLE,1581,VA,"['-78.038053', '38.710055']"
5769,22003,ANNANDALE,50054,VA,"['-77.214245', '38.830699']"
5770,22010,ARCOLA,61,VA,"['-77.538721', '38.973626']"
5771,22011,ASHBURN,3979,VA,"['-77.480612', '39.039918']"
5772,22012,BLUEMONT,557,VA,"['-77.831416', '39.097732']"
5773,22013,BRISTOW,1568,VA,"['-77.578843', '38.74644']"
5774,22014,BROAD RUN,344,VA,"['-77.68611', '38.828653']"
5775,22015,BURKE,41783,VA,"['-77.28175', '38.789408']"
5776,22018,CATHARPIN,647,VA,"['-77.561155', '38.853007']"
5777,22019,CATLETT,4180,VA,"['-77.653548', '38.635067']"
5778,22020,CENTREVILLE,33039,VA,"['-77.451175', '38.841805']"
5779,22021,CHANTILLY,14835,VA,"['-77.435436', '38.884131']"
5780,22024,CLIFTON,9554,VA,"['-77.406955', '38.800662']"
5781,22025,DELAPLANE,916,VA,"['-77.930176', '38.911293']"
5782,22026,DUMFRIES,17563,VA,"['-77.338704', '38.602344']"
5783,22027,DUNN LORING,1084,VA,"['-77.221351', '38.895368']"
5784,22030,FAIRFAX,32754,VA,"['-77.324151', '38.845826']"
5785,22031,FAIRFAX,22035,VA,"['-77.264937', '38.860353']"
5786,22032,FAIRFAX,29971,VA,"['-77.292527', '38.817729']"
5787,22033,FAIRFAX,20873,VA,"['-77.388451', '38.877627']"
5788,22039,FAIRFAX STATION,14491,VA,"['-77.306388', '38.760205']"
5789,22041,BAILEYS CROSSROA,21801,VA,"['-77.136928', '38.848506']"
5790,22042,MOSBY,28441,VA,"['-77.192271', '38.866272']"
5791,22043,PIMMIT,20928,VA,"['-77.20005', '38.901226']"
5792,22044,SEVEN CORNERS,10100,VA,"['-77.150819', '38.863544']"
5793,22046,FALLS CHURCH,14864,VA,"['-77.180231', '38.88559']"
5794,22060,FORT BELVOIR,6013,VA,"['-77.143315', '38.694699']"
5795,22065,GAINESVILLE,3929,VA,"['-77.618673', '38.823192']"
5796,22066,GREAT FALLS,13542,VA,"['-77.308287', '39.003893']"
5797,22068,HAMILTON,2821,VA,"['-77.663538', '39.135741']"
5798,22069,HAYMARKET,5103,VA,"['-77.647485', '38.876234']"
5799,22070,HERNDON,30669,VA,"['-77.386573', '38.977833']"
5800,22071,HERNDON,21490,VA,"['-77.395155', '38.919537']"
5801,22075,LEESBURG,21011,VA,"['-77.565918', '39.116517']"
5802,22079,MASON NECK,17438,VA,"['-77.218004', '38.704716']"
5803,22080,LOVETTSVILLE,3631,VA,"['-77.639144', '39.265367']"
5804,22090,LAKE ANNE,12710,VA,"['-77.337607', '38.964439']"
5805,22091,RESTON,28381,VA,"['-77.35144', '38.935007']"
5806,22094,RESTON,5491,VA,"['-77.350757', '38.975627']"
5807,22101,MC LEAN,27236,VA,"['-77.170628', '38.932624']"
5808,22102,WEST MCLEAN,15809,VA,"['-77.221934', '38.936318']"
5809,22110,MANASSAS,50680,VA,"['-77.489474', '38.768922']"
5810,22111,MANASSAS PARK,32739,VA,"['-77.44568', '38.736143']"
5811,22115,MARSHALL,5195,VA,"['-77.887567', '38.831584']"
5812,22117,MIDDLEBURG,2908,VA,"['-77.735511', '38.996438']"
5813,22123,NOKESVILLE,6729,VA,"['-77.534249', '38.685015']"
5814,22124,OAKTON,13019,VA,"['-77.323345', '38.885187']"
5815,22129,PAEONIAN SPRINGS,488,VA,"['-77.619845', '39.159792']"
5816,22130,PARIS,317,VA,"['-77.893855', '38.989926']"
5817,22132,HILLSBORO,5373,VA,"['-77.721305', '39.150484']"
5818,22134,QUANTICO,9039,VA,"['-77.335819', '38.531039']"
5819,22141,ROUND HILL,1926,VA,"['-77.783305', '39.113378']"
5820,22150,SPRINGFIELD,16811,VA,"['-77.186582', '38.779718']"
5821,22151,NORTH SPRINGFIEL,15979,VA,"['-77.213908', '38.803323']"
5822,22152,WEST SPRINGFIELD,26803,VA,"['-77.233243', '38.776488']"
5823,22153,SPRINGFIELD,32161,VA,"['-77.237026', '38.744859']"
5824,22170,STERLING,38891,VA,"['-77.398624', '39.02147']"
5825,22171,THE PLAINS,2071,VA,"['-77.772092', '38.87393']"
5826,22172,TRIANGLE,5181,VA,"['-77.322877', '38.550894']"
5827,22176,UPPERVILLE,755,VA,"['-77.848438', '39.008747']"
5828,22180,VIENNA,20795,VA,"['-77.253219', '38.893527']"
5829,22181,VIENNA,12462,VA,"['-77.288048', '38.897695']"
5830,22182,VIENNA,19121,VA,"['-77.264876', '38.928005']"
5831,22186,AIRLIE,24248,VA,"['-77.764809', '38.72593']"
5832,22190,WATERFORD,264,VA,"['-77.642134', '39.208102']"
5833,22191,WOODBRIDGE,30657,VA,"['-77.268264', '38.635573']"
5834,22192,LAKERIDGE,38960,VA,"['-77.305221', '38.68328']"
5835,22193,DALE CITY,47213,VA,"['-77.343238', '38.647188']"
5836,22201,ARLINGTON,22034,VA,"['-77.093197', '38.887103']"
5837,22202,ARLINGTON,17453,VA,"['-77.059228', '38.856547']"
5838,22203,ARLINGTON,14553,VA,"['-77.114191', '38.873799']"
5839,22204,ARLINGTON,41844,VA,"['-77.099688', '38.858962']"
5840,22205,ARLINGTON,15285,VA,"['-77.139488', '38.883557']"
5841,22206,ARLINGTON,17628,VA,"['-77.09046', '38.841508']"
5842,22207,ARLINGTON,27999,VA,"['-77.126287', '38.903321']"
5843,22209,ARLINGTON,10118,VA,"['-77.07531', '38.8926']"
5844,22211,ARLINGTON,2432,VA,"['-77.080258', '38.8795']"
5845,22213,ARLINGTON,2095,VA,"['-77.163295', '38.895375']"
5846,22301,ALEXANDRIA,12109,VA,"['-77.058901', '38.820042']"
5847,22302,ALEXANDRIA,17021,VA,"['-77.092412', '38.83354']"
5848,22303,JEFFERSON MANOR,12662,VA,"['-77.076608', '38.791143']"
5849,22304,ALEXANDRIA,33747,VA,"['-77.120989', '38.814871']"
5850,22305,ALEXANDRIA,13514,VA,"['-77.064039', '38.837184']"
5851,22306,COMMUNITY,24374,VA,"['-77.085389', '38.755769']"
5852,22307,BELLE VIEW,9821,VA,"['-77.062511', '38.77056']"
5853,22308,WELLINGTON,12023,VA,"['-77.060639', '38.729122']"
5854,22309,ENGLESIDE,27479,VA,"['-77.108139', '38.727855']"
5855,22310,FRANCONIA,39438,VA,"['-77.131707', '38.769132']"
